id,Marital status,Application mode,Application order,Course,evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Output
325.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,13.0,14.0,6.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,10.571428571428571,0.0,0.0,6.0,11.0,3.0,11.666666666666666,0.0,16.2,0.3,-0.92,2.0
3289.0,1.0,12.0,1.0,4.0,1.0,12.0,1.0,22.0,27.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,17.0,18.0,20.0,18.0,11.555555555555555,0.0,11.0,13.0,13.0,13.0,11.615384615384617,0.0,15.5,2.8,-4.06,2.0
706.0,2.0,12.0,1.0,3.0,0.0,1.0,1.0,13.0,1.0,5.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,41.0,0.0,6.0,10.0,10.0,10.0,12.5,0.0,3.0,7.0,7.0,7.0,12.142857142857142,0.0,10.8,1.4,1.74,2.0
3956.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,23.0,14.0,10.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,6.0,5.0,12.8,1.0,0.0,5.0,6.0,5.0,12.6,0.0,9.4,-0.8,-3.12,2.0
3054.0,1.0,8.0,1.0,10.0,1.0,1.0,1.0,23.0,28.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,14.0,0.0,0.0,6.0,7.0,6.0,14.571428571428571,0.0,16.2,0.3,-0.92,2.0
1303.0,1.0,16.0,1.0,14.0,1.0,1.0,1.0,3.0,3.0,2.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0,5.0,11.0,12.0,10.0,12.1,0.0,2.0,8.0,9.0,8.0,13.333333333333334,0.0,11.1,0.6,2.02,2.0
1413.0,1.0,1.0,2.0,15.0,1.0,1.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,11.0,4.0,11.0,0.0,0.0,6.0,11.0,3.0,11.666666666666666,0.0,9.4,-0.8,-3.12,1.0
2705.0,1.0,12.0,2.0,9.0,1.0,1.0,1.0,13.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,8.0,3.0,10.666666666666666,1.0,0.0,5.0,5.0,1.0,14.0,0.0,9.4,-0.8,-3.12,0.0
3032.0,1.0,9.0,2.0,12.0,1.0,1.0,1.0,13.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,6.0,12.648333333333332,0.0,0.0,8.0,9.0,8.0,12.205555555555556,0.0,11.1,0.6,2.02,2.0
3689.0,1.0,14.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,5.0,12.0,1.0,13.0,2.0,0.0,5.0,7.0,3.0,14.0,0.0,9.4,-0.8,-3.12,1.0
2823.0,1.0,8.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,13.285714285714286,0.0,0.0,6.0,9.0,5.0,14.6,0.0,12.4,0.5,1.79,1.0
2746.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,22.0,28.0,29.0,35.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,7.0,7.0,7.0,12.401428571428571,0.0,0.0,8.0,10.0,6.0,11.808333333333332,0.0,11.1,0.6,2.02,1.0
341.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
402.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,23.0,27.0,10.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,11.0,4.0,12.25,0.0,0.0,6.0,11.0,3.0,11.0,0.0,7.6,2.6,0.32,1.0
2015.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,13.0,14.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,11.5,0.0,0.0,6.0,7.0,6.0,13.285714285714286,0.0,11.1,0.6,2.02,2.0
3228.0,1.0,1.0,2.0,12.0,1.0,1.0,1.0,23.0,28.0,10.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,8.0,7.0,11.9625,0.0,0.0,8.0,9.0,8.0,13.044444444444444,0.0,13.9,-0.3,0.79,2.0
481.0,1.0,9.0,6.0,12.0,1.0,1.0,1.0,1.0,14.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,14.314285714285717,0.0,0.0,8.0,8.0,7.0,14.314285714285717,0.0,12.7,3.7,-1.7,2.0
1351.0,1.0,1.0,3.0,12.0,1.0,1.0,1.0,13.0,14.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,15.657142857142857,0.0,0.0,8.0,8.0,7.0,15.657142857142857,0.0,12.7,3.7,-1.7,2.0
445.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,22.0,14.0,10.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,12.4,0.5,1.79,2.0
947.0,1.0,8.0,2.0,15.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
2763.0,1.0,14.0,1.0,3.0,0.0,3.0,1.0,7.0,7.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,8.0,11.0,16.0,10.0,11.8,0.0,3.0,7.0,7.0,7.0,13.285714285714286,0.0,7.6,2.6,0.32,2.0
954.0,1.0,13.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,4.0,10.0,14.0,4.0,11.25,0.0,4.0,11.0,11.0,4.0,12.0,0.0,7.6,2.6,0.32,0.0
64.0,1.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
2997.0,1.0,8.0,1.0,9.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,10.0,4.0,11.0,0.0,0.0,5.0,7.0,4.0,11.5,0.0,15.5,2.8,-4.06,1.0
3720.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,22.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,17.0,1.0,11.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,16.2,0.3,-0.92,1.0
2884.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,9.0,13.0,13.0,13.0,14.307692307692308,0.0,5.0,12.0,15.0,12.0,15.23076923076923,0.0,15.5,2.8,-4.06,2.0
579.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,22.0,27.0,10.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,4.0,13.5,0.0,0.0,6.0,8.0,6.0,13.625,0.0,10.8,1.4,1.74,2.0
207.0,1.0,1.0,4.0,15.0,1.0,1.0,1.0,3.0,14.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,16.2,0.3,-0.92,2.0
929.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,13.0,27.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,10.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
2694.0,1.0,1.0,2.0,15.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,11.5,0.0,16.2,0.3,-0.92,2.0
802.0,1.0,8.0,4.0,9.0,1.0,1.0,1.0,13.0,14.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,5.0,13.6,0.0,0.0,5.0,6.0,5.0,12.2,0.0,8.9,1.4,3.51,2.0
4421.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,7.0,8.0,7.0,14.9125,0.0,0.0,8.0,9.0,1.0,13.5,0.0,13.9,-0.3,0.79,0.0
4155.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,3.0,14.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,12.0,5.0,15.0,0.0,0.0,6.0,9.0,6.0,13.428571428571429,0.0,16.2,0.3,-0.92,2.0
2495.0,1.0,12.0,1.0,15.0,1.0,12.0,1.0,22.0,27.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,6.0,7.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,7.6,2.6,0.32,2.0
2068.0,1.0,9.0,4.0,16.0,1.0,1.0,1.0,13.0,28.0,5.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,5.0,12.666666666666666,0.0,0.0,6.0,8.0,5.0,11.0,0.0,15.5,2.8,-4.06,1.0
4225.0,1.0,15.0,1.0,10.0,1.0,14.0,1.0,23.0,14.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,3.0,6.0,7.0,6.0,12.571428571428571,0.0,2.0,6.0,6.0,6.0,13.5,0.0,12.4,0.5,1.79,2.0
553.0,1.0,8.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,10.0,2.0,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0
90.0,1.0,12.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0
3225.0,2.0,14.0,1.0,12.0,1.0,1.0,1.0,22.0,27.0,10.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,8.0,8.0,8.0,13.81375,0.0,0.0,8.0,8.0,8.0,13.81375,0.0,9.4,-0.8,-3.12,2.0
3874.0,1.0,12.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,41.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,5.0,12.7,3.7,-1.7,0.0
2305.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,7.6,2.6,0.32,1.0
487.0,1.0,12.0,1.0,14.0,1.0,1.0,1.0,1.0,14.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,2.0,6.0,13.0,5.0,11.4,0.0,0.0,6.0,14.0,4.0,11.75,0.0,13.9,-0.3,0.79,0.0
4391.0,2.0,4.0,1.0,12.0,1.0,3.0,1.0,22.0,27.0,10.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,7.0,9.0,7.0,13.761111111111113,0.0,1.0,8.0,11.0,7.0,12.06375,0.0,15.5,2.8,-4.06,1.0
900.0,1.0,8.0,1.0,9.0,1.0,1.0,1.0,13.0,14.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,2.0,10.0,0.0,0.0,5.0,11.0,2.0,14.0,0.0,10.8,1.4,1.74,0.0
1842.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,28.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,5.0,5.0,5.0,11.8,0.0,0.0,5.0,8.0,3.0,11.0,0.0,9.4,-0.8,-3.12,2.0
365.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,22.0,28.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,13.0,6.0,16.153846153846153,0.0,0.0,6.0,10.0,6.0,15.75,0.0,15.5,2.8,-4.06,2.0
2114.0,1.0,8.0,1.0,16.0,1.0,1.0,1.0,23.0,27.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,5.0,11.0,0.0,0.0,6.0,9.0,4.0,11.25,0.0,10.8,1.4,1.74,0.0
3246.0,1.0,8.0,1.0,15.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.833333333333334,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,2.0
1725.0,2.0,12.0,1.0,17.0,0.0,1.0,1.0,22.0,27.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,5.0,11.0,3.0,11.333333333333334,0.0,0.0,5.0,9.0,4.0,12.0,0.0,9.4,-0.8,-3.12,0.0
112.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0,14.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,6.0,5.0,13.4,0.0,0.0,5.0,5.0,5.0,12.8,0.0,10.8,1.4,1.74,2.0
342.0,2.0,12.0,1.0,3.0,0.0,1.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,7.0,6.0,12.833333333333334,0.0,0.0,6.0,8.0,6.0,12.857142857142858,0.0,12.4,0.5,1.79,2.0
3486.0,1.0,1.0,2.0,12.0,1.0,1.0,1.0,13.0,1.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,13.0,0.0,0.0,8.0,8.0,7.0,13.0,0.0,12.7,3.7,-1.7,2.0
1562.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,5.0,6.0,3.0,14.0,0.0,0.0,5.0,8.0,5.0,12.4,0.0,11.1,0.6,2.02,2.0
4066.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,13.0,28.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,10.0,7.0,11.88888888888889,0.0,0.0,8.0,10.0,8.0,11.95625,0.0,12.7,3.7,-1.7,2.0
1354.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,28.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,11.0,5.0,10.6,0.0,0.0,6.0,9.0,5.0,11.166666666666666,0.0,11.1,0.6,2.02,1.0
